"","comp1","comp2"
"ZOZOW1T-7015",-0.966363890879958,-1.31543101630628
"ZLZQMEV-1013",2.63802150051925,-1.44447919065735
"ZLTUJTN-2034",2.91308235368259,2.08095013443565
"ZTXWLP3-05",1.13409843235337,-0.322060707861346
"ZSQNUZ5-04",0.382296878983372,-0.189006754519273
"ZUL3S6O-2015",-0.918748261490981,-1.98916302775007
"ZWCZHHY-09",0.615038116180026,0.164545956576419
"ZTXY83G-01",0.853414818782218,-1.62639128712761
"ZK112BX-03",0.589913095749949,0.499840004220226
"ZKVR426-2014",-2.97018700256695,2.29368322959678
"ZX52KVK-1011",-3.5266194788201,1.09215153109847
"ZL9BTWF-6011",-1.44904856242322,1.39019343367331
"ZX52KVK-01",3.03665998949858,5.0296969531647
"ZN0JE53-2022",0.456135674352807,1.4964863512199
"ZTMFN3O-1015",0.666914243327324,2.02608146565936
"ZTLUDS8-1015",2.3725227728598,0.317553501878293
"ZK112BX-13",1.22295890152831,0.0931661964170551
"ZL9BTWF-1013",-0.389290571274334,1.44075111963269
"ZOZOW1T-4026",0.666332745550855,1.67134393302942
"ZWLGEWL-06",0.0907090578515252,-0.17538372858887
"ZPF36E2-01",2.90326032627425,-0.196642315108676
"ZNED4XZ-3001",-1.37215242223985,-0.814346794642486
"ZVBQY1N-07",1.27647483903572,5.12855267938523
"ZN9YTFN-01",1.6430859583914,5.89171886816373
"ZN0JE53-2013",1.98193622647767,3.8487148554051
"ZUG7QHE-06",-3.22812364322805,1.5457722443392
"ZTL5S2Y-1014",-0.422943848476149,0.40914315477488
"ZM7JY3G-13",-3.22445485329499,-0.213619152039711
"ZNDMXI3-01",-4.2586159864536,1.07298911255987
"ZLZNCLZ-2012",-8.03948367452068,-0.791866499563317
"ZLYEM2C-1011",-6.78302063697026,-0.569320764885246
"ZNQOVZV-02",-2.4393295936737,0.758694058166852
"ZN3TBJM-2045",-0.32594828903671,2.66201436353295
"ZWCZHHY-02",-0.633031902849921,2.46354840737637
"ZUC2YGO-1013",0.624322519509019,7.8790710340563
"ZTL5S2Y-06",-1.52147370726498,3.17516733588358
"ZYXQKWY-04",-0.894259070996263,3.36106651250646
"ZX52KVK-2013",-0.831654525106566,4.76296263218472
"ZNED4XZ-4015",-0.269762912307618,4.73307554850079
"ZX52KVK-4013",-0.727204767517774,1.19034708387846
"ZOZOW1T-1022",1.48540344483652,-2.29107382599548
"ZKFV71L-2013",-0.645842917031046,1.91461829837838
"ZOBX723-06",-1.35128507309725,-0.362075623987048
"ZYU89T9-2015",-1.43154068140941,-0.631104346233822
"ZKVR426-09",-0.844487068567697,0.0772734800545759
"ZK112BX-2001",0.513773768926689,0.642509459101747
"ZOZOW1T-4025",3.31645830956175,-0.765682420090977
"ZV14SIB-03",0.97680909252114,-3.91259376311345
"ZVC4YUG-01",-0.167318449426306,0.0670782009406044
"ZMBH10Z-08",-2.01325503273268,-0.834817092749423
"ZOZOW1T-80",-2.22620512787542,-0.277297913943429
"ZN3TBJM-10",-2.32823742911502,-0.565425197272713
"ZV14SIB-04",-1.51691988110334,0.299701621726839
"ZYU89T9-07",0.0579299510615151,-0.762348535769388
